name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
volkswagen vento ipl ii diesel trendline,2011.0,330000.0,66000.0,diesel,individual,manual,second owner,20.5,1598.0,105,5.0
hyundai verna transform crdi vgt sx abs,2011.0,400000.0,70000.0,diesel,individual,manual,third owner,16.2,1493.0,110,5.0
hyundai creta 1.6 sx automatic,2018.0,1350000.0,5000.0,petrol,individual,automatic,first owner,14.8,1591.0,121.3,5.0
mahindra verito 1.5 d4 bsiv,2014.0,250000.0,50000.0,diesel,individual,manual,second owner,21.03,1461.0,65,5.0
skoda rapid 1.6 mpi ambition bsiv,2019.0,725000.0,25000.0,petrol,individual,manual,first owner,15.41,1598.0,103.2,5.0
maruti swift dzire tour ldi,2013.0,300000.0,70000.0,diesel,individual,manual,first owner,23.4,1248.0,74,5.0
maruti 800 ac,2006.0,120000.0,40000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
mahindra xuv500 w10 2wd,2016.0,1175000.0,110000.0,diesel,individual,manual,first owner,16.0,2179.0,140,7.0
tata new safari dicor 2.2 vx 4x4,2009.0,380000.0,150000.0,diesel,individual,manual,first owner,13.93,2179.0,138,7.0
tata indica vista tdi lx,2014.0,400000.0,45000.0,diesel,individual,manual,first owner,19.1,1405.0,70,5.0
tata indigo lx,2005.0,140000.0,90000.0,diesel,individual,manual,third owner,16.1,1405.0,70,5.0
tata new safari dicor 2.2 ex 4x2,2011.0,229999.0,140000.0,diesel,individual,manual,second owner,11.57,2179.0,138.1,7.0
ford ikon 1.3 clxi,2003.0,110000.0,83000.0,petrol,individual,manual,second owner,13.8,1299.0,70,5.0
volkswagen jetta 2.0l tdi highline at,2011.0,550000.0,106000.0,diesel,individual,automatic,second owner,16.96,1968.0,138.1,5.0
chevrolet aveo u-va 1.2 ls,2008.0,150000.0,60000.0,petrol,individual,manual,fourth & above owner,15.26,1150.0,74.9,5.0
maruti omni e mpi std bs iv,2017.0,265000.0,40000.0,petrol,individual,manual,second owner,16.8,796.0,34.2,
hyundai i20 1.2 asta,2011.0,300000.0,138000.0,petrol,individual,manual,third owner,17.0,1197.0,80,5.0
maruti alto 800 lxi,2015.0,280000.0,80000.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
hyundai getz gls,2005.0,130000.0,50000.0,petrol,individual,manual,second owner,15.3,1341.0,83,5.0
chevrolet sail 1.2 ls abs,2015.0,350000.0,50000.0,petrol,individual,manual,first owner,18.2,1199.0,82.4,5.0
maruti ritz vxi,2009.0,200000.0,120000.0,petrol,individual,manual,first owner,18.5,1197.0,85.8,5.0
maruti swift vxi,2018.0,550000.0,24400.0,petrol,individual,manual,first owner,22.0,1197.0,81.8,5.0
mahindra bolero 2011-2019 slx,2013.0,400000.0,60000.0,diesel,individual,manual,second owner,15.96,2523.0,62.1,7.0
maruti ritz vxi (abs) bs iv,2010.0,170000.0,120000.0,petrol,individual,manual,second owner,18.5,1197.0,85.8,5.0
hyundai verna 1.4 crdi,2015.0,600000.0,60000.0,diesel,individual,manual,second owner,24.8,1396.0,88.7,5.0
maruti alto lxi,2011.0,130000.0,100000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
hyundai santro xing gl plus cng,2007.0,120000.0,60000.0,cng,individual,manual,second owner,19.44,1248.0,74,5.0
maruti 800 ac,2011.0,100000.0,120000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
renault kwid rxt,2016.0,310000.0,27500.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
maruti 800 ac,2007.0,35000.0,10000.0,petrol,individual,manual,first owner,16.1,796.0,37,4.0
hyundai i20 magna,2010.0,200000.0,120000.0,petrol,individual,manual,third owner,18.5,1197.0,80,5.0
maruti swift vdi bsiv,2009.0,270000.0,70000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
hyundai i20 sportz 1.4 crdi,2015.0,650000.0,80000.0,diesel,individual,manual,first owner,22.54,1396.0,88.73,5.0
tata indigo ecs gls,2013.0,210000.0,120000.0,petrol,individual,manual,first owner,15.64,1193.0,64.1,5.0
hyundai xcent 1.1 crdi s option,2015.0,509999.0,90000.0,diesel,individual,manual,first owner,24.4,1120.0,71.01,5.0
ford figo diesel celebration edition,2013.0,229999.0,70000.0,diesel,individual,manual,first owner,20.0,1399.0,68.1,5.0
renault duster 110ps diesel rxz,2014.0,409999.0,188000.0,diesel,individual,manual,second owner,19.01,1461.0,108.45,5.0
chevrolet spark 1.0 lt,2011.0,130000.0,67840.0,petrol,individual,manual,first owner,18.0,995.0,62,5.0
tata nano cx,2013.0,95000.0,30000.0,petrol,individual,manual,first owner,25.4,624.0,37.48,4.0
maruti alto 800 lxi,2016.0,225000.0,35000.0,petrol,individual,manual,second owner,22.74,796.0,47.3,5.0
maruti swift vdi bsiv,2010.0,256999.0,150000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
maruti vitara brezza vdi option,2017.0,775000.0,100000.0,diesel,individual,manual,first owner,24.3,1248.0,88.5,5.0
maruti wagon r vxi bs iv,2017.0,420000.0,30000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
hyundai grand i10 sportz celebration edition,2016.0,480000.0,70000.0,petrol,individual,manual,first owner,18.9,1197.0,82,5.0
toyota qualis gs g1,2003.0,200000.0,149032.0,diesel,individual,manual,first owner,19.44,1248.0,74,5.0
mahindra bolero sle,2010.0,260000.0,69500.0,diesel,individual,manual,second owner,13.6,2523.0,63,7.0
toyota etios liva g,2011.0,210000.0,84050.0,petrol,individual,manual,first owner,19.44,1248.0,74,5.0
volkswagen polo 2015-2019 1.2 mpi highline plus,2018.0,600000.0,15000.0,petrol,individual,manual,first owner,16.2,1199.0,74,5.0
ford ikon 1.4 tdci duratorq,2009.0,140000.0,140000.0,diesel,individual,manual,second owner,13.8,1399.0,68,5.0
maruti omni 8 seater bsii,2010.0,130000.0,120000.0,petrol,individual,manual,third owner,19.7,796.0,35,
maruti swift vdi bsiv,2007.0,195000.0,112880.0,diesel,dealer,manual,first owner,25.2,1248.0,74,5.0
tata indica vista tdi ls,2013.0,210000.0,135000.0,diesel,dealer,manual,second owner,19.4,1405.0,70,5.0
maruti wagon r lx,2006.0,130000.0,80000.0,petrol,individual,manual,third owner,18.9,998.0,67.1,5.0
chevrolet beat lt,2012.0,141000.0,128000.0,petrol,individual,manual,third owner,18.6,1199.0,79.4,5.0
mahindra bolero sle bsiii,2011.0,280000.0,120000.0,diesel,individual,manual,first owner,13.6,2523.0,63,7.0
maruti sx4 zxi at leather,2010.0,350000.0,30000.0,petrol,individual,automatic,first owner,12.6,1586.0,103.2,5.0
tata nexon 1.2 revotron xm,2018.0,575000.0,70000.0,petrol,individual,manual,first owner,17.0,1198.0,108.5,5.0
hyundai i20 sportz option 1.2,2015.0,550000.0,41000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
toyota etios v,2011.0,420000.0,28100.0,petrol,individual,manual,first owner,19.44,1248.0,74,5.0
maruti alto lx,2006.0,120000.0,30000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
maruti alto k10 vxi,2015.0,320000.0,30000.0,petrol,individual,manual,first owner,23.95,998.0,67.05,5.0
hyundai accent executive,2011.0,250000.0,35000.0,petrol,individual,manual,first owner,16.36,1495.0,93.7,5.0
maruti sx4 zxi bsiii,2010.0,300000.0,22000.0,petrol,individual,manual,first owner,15.0,1586.0,104.68,5.0
maruti wagon r vxi,2006.0,250000.0,70000.0,petrol,individual,manual,first owner,18.9,998.0,67.1,5.0
maruti omni e 8 str std,2005.0,120000.0,100000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
mahindra bolero 2011-2019 mhawk d70 zlx,2018.0,750000.0,70000.0,diesel,individual,manual,first owner,16.5,1493.0,70,7.0
mahindra scorpio 2.6 crde,2005.0,151000.0,200000.0,diesel,individual,manual,second owner,10.5,2179.0,120,
tata safari dicor 2.2 ex 4x2,2011.0,300000.0,120000.0,diesel,individual,manual,first owner,13.93,2179.0,138.03,7.0
maruti ignis 1.2 zeta bsiv,2019.0,577000.0,3000.0,petrol,individual,manual,first owner,20.89,1197.0,81.8,5.0
maruti alto k10 2010-2014 vxi,2012.0,229999.0,50000.0,petrol,individual,manual,first owner,20.92,998.0,67.1,5.0
mahindra bolero 2011-2019 zlx,2013.0,500000.0,50000.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
honda jazz vx cvt,2019.0,840000.0,1500.0,petrol,individual,automatic,first owner,18.2,1199.0,88.7,5.0
volkswagen vento 1.5 tdi highline,2017.0,900000.0,74000.0,diesel,individual,manual,first owner,22.27,1498.0,108.6,5.0
honda jazz 1.2 v i vtec,2017.0,650000.0,25000.0,petrol,individual,manual,first owner,18.7,1199.0,88.7,5.0
honda jazz 1.5 vx i dtec,2016.0,650000.0,61915.0,diesel,individual,manual,first owner,27.3,1498.0,98.6,5.0
hyundai eon era plus,2016.0,250000.0,110000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
volkswagen polo 1.5 tdi comfortline,2016.0,550000.0,70000.0,diesel,individual,manual,first owner,20.14,1498.0,88,5.0
maruti swift ldi bsiii,2007.0,250000.0,150000.0,diesel,individual,manual,fourth & above owner,17.8,1248.0,75,5.0
mahindra quanto c4,2013.0,350000.0,110000.0,diesel,individual,manual,second owner,17.21,1493.0,100,7.0
chevrolet beat diesel lt,2014.0,185000.0,90000.0,diesel,individual,manual,second owner,25.44,936.0,56.3,5.0
ford figo petrol titanium,2010.0,229999.0,120000.0,petrol,individual,manual,third owner,15.6,1196.0,70,5.0
toyota innova 2.5 g (diesel) 8 seater,2016.0,1000000.0,65000.0,diesel,individual,manual,first owner,12.99,2494.0,100.6,
maruti wagon r vxi 1.2,2019.0,490000.0,10000.0,petrol,individual,manual,first owner,20.52,1197.0,81.8,5.0
hyundai i10 sportz,2009.0,150000.0,80000.0,petrol,individual,manual,second owner,20.36,1197.0,78.9,5.0
maruti ertiga vdi,2013.0,600000.0,184000.0,diesel,individual,manual,first owner,20.77,1248.0,88.76,7.0
maruti wagon r cng lxi,2013.0,270000.0,80000.0,cng,individual,manual,second owner,19.44,998.0,58.33,5.0
maruti zen lxi - bs iii,2005.0,60000.0,70000.0,petrol,individual,manual,second owner,17.3,993.0,60,5.0
maruti sx4 zxi with leather bsiii,2008.0,150000.0,89000.0,petrol,individual,manual,second owner,15.6,1586.0,104.68,5.0
maruti swift vdi,2013.0,525000.0,69000.0,diesel,individual,manual,second owner,22.9,1248.0,74,5.0
tata indica v2 elx,2012.0,83000.0,90000.0,diesel,individual,manual,second owner,25.0,1396.0,69,5.0
hyundai eon era plus,2017.0,300000.0,8000.0,petrol,individual,manual,first owner,21.1,814.0,55.2,5.0
hyundai i20 1.2 sportz,2012.0,350000.0,35000.0,petrol,individual,manual,first owner,17.0,1197.0,80,5.0
hyundai i20 1.2 sportz,2011.0,300000.0,45000.0,petrol,individual,manual,first owner,17.0,1197.0,80,5.0
fiat linea 1.3 active,2011.0,250000.0,30000.0,diesel,individual,manual,first owner,20.4,1248.0,91.2,5.0
maruti 800 std,2006.0,114999.0,59000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
maruti ertiga vxi petrol,2018.0,700000.0,6200.0,petrol,individual,manual,first owner,19.34,1462.0,103,7.0
maruti celerio x zxi,2020.0,250000.0,120000.0,petrol,individual,manual,second owner,21.63,998.0,67,5.0
maruti wagon r lxi bs iv,2016.0,350000.0,70000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
maruti omni 5 str std,2014.0,80000.0,70000.0,petrol,individual,manual,first owner,14.0,796.0,35,5.0
mahindra scorpio s2 7 seater,2017.0,850000.0,110000.0,diesel,individual,manual,first owner,15.4,2523.0,75,7.0
hyundai santro xing xg,2004.0,70000.0,158000.0,petrol,individual,manual,first owner,19.44,1248.0,74,5.0
chevrolet spark 1.0 ls,2007.0,90000.0,93000.0,petrol,individual,manual,third owner,18.0,995.0,62,5.0
chevrolet tavera neo 3 10 seats bsiii,2014.0,600000.0,110000.0,diesel,individual,manual,first owner,13.58,2499.0,72.4,5.0
maruti alto lx,2007.0,135000.0,57000.0,petrol,individual,manual,first owner,19.7,796.0,46.3,5.0
hyundai accent gle,2005.0,150000.0,120000.0,petrol,individual,manual,first owner,13.2,1495.0,94,5.0
maruti swift dzire vxi,2009.0,240000.0,120000.0,petrol,individual,manual,first owner,17.5,1298.0,85.8,5.0
hyundai creta 1.4 e plus,2018.0,946000.0,60000.0,diesel,individual,manual,first owner,22.1,1396.0,88.7,5.0
tata indigo ecs lx bsiv,2011.0,215000.0,70000.0,diesel,individual,manual,first owner,23.03,1396.0,69,5.0
maruti zen lx,2014.0,50000.0,60000.0,petrol,individual,manual,fourth & above owner,17.3,993.0,60,5.0
honda amaze s i-dtech,2013.0,310000.0,100000.0,diesel,individual,manual,first owner,25.8,1498.0,98.6,5.0
hyundai i10 magna,2008.0,220000.0,35000.0,petrol,individual,manual,first owner,20.36,1197.0,78.9,5.0
maruti swift vdi bsiii,2008.0,195000.0,90000.0,diesel,individual,manual,third owner,17.8,1248.0,75,5.0
hyundai i20 active 1.2 s,2015.0,650000.0,50000.0,petrol,individual,manual,first owner,17.19,1197.0,81.86,5.0
hyundai i20 1.2 magna,2011.0,350000.0,98000.0,petrol,individual,manual,first owner,18.5,1197.0,80,5.0
hyundai i20 asta 1.2,2013.0,360000.0,30000.0,petrol,individual,manual,first owner,18.5,1197.0,82.85,5.0
hyundai elantra sx,2013.0,550000.0,50000.0,petrol,individual,manual,second owner,16.3,1797.0,147.5,5.0
hyundai grand i10 sportz,2016.0,490000.0,26000.0,petrol,individual,manual,first owner,18.9,1197.0,82,5.0
maruti alto lxi,2011.0,195000.0,46000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
maruti alto lx,2010.0,125000.0,80000.0,petrol,individual,manual,fourth & above owner,19.7,796.0,46.3,5.0
tata tiago 1.2 revotron xz,2019.0,459999.0,10000.0,petrol,individual,manual,first owner,23.84,1199.0,84,5.0
maruti alto 800 lxi,2015.0,275000.0,16700.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
maruti swift dzire vdi,2018.0,680000.0,70000.0,diesel,individual,manual,first owner,28.4,1248.0,74.02,5.0
maruti swift dzire zxi,2015.0,600000.0,7967.0,petrol,individual,manual,first owner,20.85,1197.0,83.14,5.0
maruti swift zxi plus,2018.0,720000.0,20000.0,petrol,individual,manual,first owner,22.0,1197.0,81.8,5.0
maruti swift vdi bsiv,2011.0,295000.0,50000.0,diesel,individual,manual,first owner,19.44,1248.0,74,5.0
renault kwid rxt optional,2016.0,356000.0,9656.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
hyundai i10 era,2011.0,225000.0,50000.0,petrol,individual,manual,first owner,19.81,1086.0,68.05,5.0
ford freestyle titanium diesel bsiv,2019.0,725000.0,17000.0,diesel,individual,manual,first owner,24.4,1498.0,98.63,5.0
chevrolet spark 1.0 lt,2010.0,130000.0,50000.0,petrol,individual,manual,first owner,18.0,995.0,62,5.0
renault kwid rxt,2015.0,300000.0,10000.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
hyundai i20 sportz 1.2,2013.0,400000.0,43000.0,petrol,individual,manual,second owner,18.5,1197.0,82.85,5.0
hyundai verna 1.4 cx,2013.0,550000.0,50000.0,diesel,individual,manual,first owner,23.5,1396.0,88.7,5.0
maruti wagon r primea,2006.0,120000.0,90000.0,petrol,individual,manual,second owner,18.9,998.0,67,5.0
mahindra xylo d4 bsiv,2012.0,409999.0,100000.0,diesel,individual,manual,second owner,14.0,2498.0,112,
hyundai santro xing (non-ac),2010.0,110000.0,80000.0,petrol,individual,manual,second owner,19.44,1086.0,62.1,5.0
mahindra bolero 2011-2019 slx,2012.0,450000.0,120000.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
maruti swift vxi,2019.0,610000.0,5000.0,petrol,individual,manual,first owner,21.21,1197.0,81.8,5.0
ford ecosport 1.5 dv5 mt trend,2016.0,515000.0,68609.0,diesel,dealer,manual,first owner,22.7,1498.0,89.84,5.0
ford ecosport 1.5 tdci titanium be bsiv,2018.0,925000.0,33360.0,diesel,dealer,manual,first owner,22.77,1498.0,98.59,5.0
nissan kicks xl bsiv,2019.0,860000.0,14317.0,petrol,dealer,manual,first owner,14.23,1498.0,104.55,5.0
ford figo diesel titanium,2012.0,225000.0,87237.0,diesel,dealer,manual,second owner,20.0,1399.0,68.05,5.0
ford figo 1.5d trend mt,2017.0,500000.0,62960.0,diesel,dealer,manual,first owner,25.83,1498.0,99,5.0
maruti swift dzire amt vxi,2017.0,600000.0,26634.0,petrol,dealer,automatic,first owner,21.21,1197.0,81.8,5.0
ford figo diesel exi option,2012.0,195000.0,163720.0,diesel,dealer,manual,first owner,18.5,1399.0,68,5.0
maruti wagon r lxi bs iv,2012.0,265000.0,67998.0,petrol,dealer,manual,first owner,18.9,998.0,67.1,5.0
ford freestyle trend diesel,2018.0,650000.0,20706.0,diesel,dealer,manual,first owner,23.8,1499.0,98.63,5.0
ford figo aspire 1.5 tdci trend,2015.0,415000.0,100581.0,diesel,dealer,manual,first owner,25.83,1498.0,99,5.0
renault duster 85ps diesel rxe adventure,2015.0,600000.0,67303.0,diesel,dealer,manual,first owner,20.45,1461.0,83.8,5.0
maruti ritz vxi,2013.0,340000.0,79139.0,petrol,dealer,manual,first owner,18.5,1197.0,85.8,5.0
hyundai grand i10 crdi sportz,2014.0,350000.0,84784.0,diesel,dealer,manual,first owner,24.0,1120.0,70,5.0
maruti ritz ldi,2012.0,265000.0,130376.0,diesel,dealer,manual,second owner,23.2,1248.0,73.94,5.0
tata safari dicor 2.2 ex 4x2,2017.0,625000.0,72000.0,diesel,individual,manual,first owner,13.93,2179.0,138.03,7.0
hyundai verna crdi sx,2008.0,245000.0,127000.0,diesel,individual,manual,second owner,16.8,1493.0,110,5.0
maruti swift vdi bsiv,2014.0,395000.0,120000.0,diesel,individual,manual,first owner,25.2,1248.0,74,5.0
fiat punto 1.3 emotion,2010.0,190000.0,120000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
hyundai xcent 1.1 crdi s,2014.0,490000.0,100000.0,diesel,individual,manual,first owner,24.4,1120.0,71,5.0
toyota etios gd,2012.0,450000.0,148000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
maruti ertiga shvs vdi,2018.0,955000.0,40000.0,diesel,individual,manual,first owner,24.52,1248.0,88.5,7.0
maruti swift dzire vdi,2013.0,525000.0,110000.0,diesel,individual,manual,first owner,23.4,1248.0,74,5.0
tata tigor 1.2 revotron xz option,2017.0,550000.0,30000.0,petrol,individual,manual,first owner,20.3,1199.0,84,5.0
tata indica vista tdi lx,2014.0,200000.0,120000.0,diesel,individual,manual,second owner,19.1,1405.0,70,5.0
ford figo aspire 1.2 ti-vct trend,2017.0,500000.0,15000.0,petrol,individual,manual,first owner,18.16,1196.0,86.8,5.0
maruti sx4 s cross 2015-2017 ddis 200 zeta,2016.0,825000.0,33500.0,diesel,individual,manual,first owner,23.65,1248.0,88.5,5.0
mahindra quanto c6,2012.0,250000.0,70000.0,diesel,individual,manual,first owner,17.21,1493.0,100,7.0
toyota etios cross 1.2l g,2015.0,600000.0,10000.0,petrol,individual,manual,first owner,18.16,1197.0,78.8,5.0
mahindra scorpio s7 120,2018.0,1325000.0,22053.0,diesel,individual,manual,first owner,16.36,2179.0,120,7.0
mahindra tuv 300 t8,2016.0,770000.0,50000.0,diesel,individual,manual,first owner,18.49,1493.0,100,7.0
chevrolet optra magnum 2.0 ls,2011.0,415000.0,78432.0,diesel,individual,manual,first owner,16.52,1991.0,123.7,5.0
hyundai santa fe 4x4,2011.0,825000.0,125000.0,diesel,individual,manual,second owner,14.66,2199.0,194.3,7.0
ford aspire trend diesel bsiv,2018.0,530000.0,80000.0,diesel,individual,manual,first owner,26.1,1498.0,99.23,5.0
toyota innova 2.5 v diesel 8-seater,2006.0,425000.0,69500.0,diesel,individual,manual,third owner,12.8,2494.0,102,
honda brio v mt,2012.0,310000.0,50000.0,petrol,individual,manual,second owner,19.4,1198.0,86.8,5.0
tata tiago 1.2 revotron xz,2017.0,390000.0,20000.0,petrol,individual,manual,first owner,23.84,1199.0,84,5.0
hyundai creta 1.6 vtvt e plus,2016.0,700000.0,30000.0,petrol,individual,manual,first owner,15.29,1591.0,121.3,5.0
hyundai i10 sportz 1.1l,2010.0,200000.0,70000.0,petrol,individual,manual,second owner,19.81,1086.0,68.05,5.0
toyota innova 2.5 g (diesel) 8 seater,2013.0,1050000.0,7200.0,diesel,individual,manual,first owner,12.99,2494.0,100.6,
honda city i dtec sv,2014.0,580000.0,97000.0,diesel,individual,manual,first owner,26.0,1498.0,98.6,5.0
hyundai eon era plus,2014.0,200000.0,60000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
chevrolet sail hatchback petrol ls abs,2013.0,245000.0,25000.0,petrol,individual,manual,first owner,18.2,1199.0,84.8,5.0
hyundai i10 sportz,2010.0,210000.0,94000.0,petrol,individual,manual,second owner,20.36,1197.0,78.9,5.0
maruti baleno lxi,2005.0,50000.0,90000.0,petrol,individual,manual,second owner,15.4,1590.0,94,5.0
chevrolet captiva 2.2 ltz awd,2012.0,700000.0,50000.0,diesel,individual,automatic,second owner,12.12,2231.0,184,7.0
tata bolt quadrajet xe,2019.0,660000.0,35000.0,diesel,individual,manual,first owner,22.95,1248.0,74,5.0
honda city i vtec v,2015.0,630000.0,117500.0,petrol,individual,manual,second owner,17.4,1497.0,117.3,5.0
mahindra xuv500 w8 2wd,2012.0,950000.0,78500.0,diesel,individual,manual,first owner,15.1,2179.0,140,7.0
hyundai i20 1.2 asta dual tone,2018.0,740000.0,8000.0,petrol,individual,manual,first owner,18.6,1197.0,81.83,5.0
